accident_id,state,city,accident_datetime,year,month,weekday,hour,weather_conditions,road_condition,road_type,vehicle_type,traffic_control_presence,junction_type,lighting_conditions,speed_limit_kmph,driver_age,driver_gender,driver_license_status,alcohol_involvement,number_of_vehicles_involved,number_of_casualties,number_of_fatalities,visibility_km,temperature_c,latitude,longitude,severity,hour_of_day,rush_hour,weekend,night_time,weather_category,visibility_risk,casualty_rate,fatality_flag
IND-ACC-00652,Uttar Pradesh,Varanasi,2022-01-04 09:46:00,2022,January,Tuesday,9,Rain,Wet,Highway,Two-Wheeler,Stop Sign,Cross Junction,Poor Lighting,50,23.0,Male,Valid,Yes,2,4,0,10.04,21.6,25.37029,82.99942,Serious,9,1,0,0,Adverse,Low,2.0,0
IND-ACC-00653,West Bengal,Kolkata,2018-06-17 09:55:00,2018,June,Sunday,9,Clear,Dry,Rural Road,Auto-Rickshaw,Stop Sign,Y-Junction,Daylight,80,36.0,Male,Invalid,No,1,1,0,3.92,25.6,22.51468,88.37278,Minor,9,1,1,0,Normal,High,1.0,0
IND-ACC-00654,Maharashtra,Pune,2018-06-19 20:23:00,2018,June,Tuesday,20,Clear,Slippery,Urban Arterial,Truck,Roundabout,Roundabout,Street Lights,80,36.0,Female,Valid,No,2,4,0,7.96,34.0,18.57673,73.90896,Serious,20,0,0,1,Normal,Moderate,2.0,0
IND-ACC-00655,Maharashtra,Nagpur,2022-05-27 17:20:00,2022,May,Friday,17,Cloudy,Damaged,Urban Arterial,Car,Signal Present,Non-Junction,Street Lights,100,25.0,Male,Expired,No,1,3,0,5.37,33.0,21.15467,79.10173,Minor,17,1,0,0,Normal,Moderate,3.0,0
IND-ACC-00656,West Bengal,Kolkata,2018-12-09 08:48:00,2018,December,Sunday,8,Clear,Under Construction,Urban Arterial,Truck,Signal Present,Cross Junction,Street Lights,60,32.0,Male,Expired,No,1,1,0,9.05,18.9,22.571,88.33412,Minor,8,1,1,0,Normal,Low,1.0,0
IND-ACC-00657,Delhi,Rohini,2019-09-20 16:24:00,2019,September,Friday,16,Clear,Wet,Urban Arterial,Car,Signal Present,Non-Junction,Daylight,40,27.0,Male,Valid,No,2,1,0,6.15,33.1,28.8619,76.95912,Minor,16,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00658,Kerala,Thiruvananthapuram,2023-05-12 08:33:00,2023,May,Friday,8,Clear,Wet,Highway,Truck,Uncontrolled,T-Junction,Daylight,80,21.0,Male,Valid,Yes,4,2,0,8.72,35.7,8.50396,76.98407,Serious,8,1,0,0,Normal,Low,0.5,0
IND-ACC-00659,Delhi,Rohini,2021-01-26 21:12:00,2021,January,Tuesday,21,Clear,Wet,Highway,Two-Wheeler,Roundabout,Cross Junction,Daylight,50,26.0,Male,Valid,Yes,1,2,0,4.59,21.4,28.81123,76.97756,Serious,21,0,0,1,Normal,High,2.0,0
IND-ACC-00660,Uttar Pradesh,Kanpur,2019-09-02 08:31:00,2019,September,Monday,8,Clear,Wet,Intersection,Auto-Rickshaw,Signal Present,Roundabout,Poor Lighting,100,28.0,Male,Invalid,No,4,1,0,5.2,25.4,26.44438,80.45789,Minor,8,1,0,0,Normal,Moderate,0.25,0
IND-ACC-00661,Tamil Nadu,Chennai,2021-04-01 21:04:00,2021,April,Thursday,21,Rain,Dry,Highway,Bus,Uncontrolled,Non-Junction,Daylight,60,26.0,Female,Valid,No,4,2,0,7.07,37.0,13.10499,80.3127,Minor,21,0,0,1,Adverse,Moderate,0.5,0
IND-ACC-00662,Delhi,Rohini,2021-03-13 10:22:00,2021,March,Saturday,10,Heat,Dry,Intersection,Two-Wheeler,Signal Present,T-Junction,Daylight,60,23.0,Male,Valid,No,1,2,0,1.95,34.4,28.70894,77.17602,Minor,10,0,1,0,Normal,Critical,2.0,0
IND-ACC-00663,Rajasthan,Udaipur,2020-07-19 16:00:00,2020,July,Sunday,16,Clear,Dry,Rural Road,Car,Signal Present,Non-Junction,No Lighting,50,47.0,Male,Valid,No,3,1,0,9.09,39.0,24.61287,73.76155,Minor,16,0,1,0,Normal,Low,0.33,0
IND-ACC-00664,Telangana,Nizamabad,2023-11-05 18:31:00,2023,November,Sunday,18,Heat,Dry,Highway,Car,Roundabout,Y-Junction,No Lighting,30,31.0,Male,Invalid,No,2,1,0,6.29,23.4,18.64066,78.06035,Minor,18,1,1,0,Normal,Moderate,0.5,0
IND-ACC-00665,Karnataka,Hubballi,2020-03-26 19:42:00,2020,March,Thursday,19,Clear,Dry,Rural Road,Two-Wheeler,Stop Sign,Roundabout,Daylight,30,24.0,Male,Valid,No,2,1,0,7.61,31.7,15.40947,75.06997,Minor,19,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00666,Tamil Nadu,Chennai,2023-11-21 07:57:00,2023,November,Tuesday,7,Clear,Wet,Urban Arterial,Car,Signal Present,Y-Junction,Street Lights,80,49.0,Male,Learner,Yes,2,3,0,8.83,24.1,13.05654,80.22326,Serious,7,1,0,0,Normal,Low,1.5,0
IND-ACC-00667,Kerala,Kochi,2021-09-24 02:02:00,2021,September,Friday,2,Clear,Wet,Intersection,Auto-Rickshaw,Signal Present,Non-Junction,Daylight,50,22.0,Female,Valid,No,2,1,0,2.79,25.6,9.95637,76.37824,Minor,2,0,0,1,Normal,High,0.5,0
IND-ACC-00668,Delhi,New Delhi,2023-07-11 16:19:00,2023,July,Tuesday,16,Clear,Damaged,Residential,Car,Signal Present,Cross Junction,Street Lights,60,40.0,Male,Valid,No,2,1,0,6.96,25.0,28.66442,77.21462,Minor,16,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00669,Tamil Nadu,Coimbatore,2018-11-27 07:51:00,2018,November,Tuesday,7,Clear,Slippery,Urban Arterial,Bus,Uncontrolled,Roundabout,Daylight,80,33.0,Male,Learner,No,2,3,0,7.07,30.5,11.0547,76.88458,Serious,7,1,0,0,Normal,Moderate,1.5,0
IND-ACC-00670,Uttar Pradesh,Lucknow,2019-01-15 16:08:00,2019,January,Tuesday,16,Clear,Damaged,Intersection,Car,Roundabout,Non-Junction,No Lighting,60,27.0,Female,Valid,No,3,2,0,2.0,32.6,26.82052,80.94599,Minor,16,0,0,0,Normal,Critical,0.67,0
IND-ACC-00671,Tamil Nadu,Madurai,2022-12-04 22:03:00,2022,December,Sunday,22,Cloudy,Dry,Highway,Truck,Uncontrolled,T-Junction,Daylight,50,40.0,Male,Valid,No,2,3,0,5.03,28.4,10.014,78.11252,Minor,22,0,1,1,Normal,Moderate,1.5,0
IND-ACC-00672,Tamil Nadu,Coimbatore,2020-09-03 19:24:00,2020,September,Thursday,19,Cloudy,Dry,Highway,Auto-Rickshaw,Roundabout,Cross Junction,Street Lights,30,18.0,Female,Invalid,No,3,2,0,4.88,27.6,10.93081,77.10849,Minor,19,1,0,0,Normal,High,0.67,0
IND-ACC-00673,Tamil Nadu,Chennai,2021-06-12 07:38:00,2021,June,Saturday,7,Clear,Dry,Residential,Auto-Rickshaw,Police Managed,Non-Junction,Poor Lighting,50,18.0,Male,Learner,No,2,1,0,8.38,32.7,13.03973,80.24261,Minor,7,1,1,0,Normal,Low,0.5,0
IND-ACC-00674,Kerala,Kochi,2018-05-25 08:29:00,2018,May,Friday,8,Storm,Wet,Highway,Truck,Stop Sign,Roundabout,Street Lights,80,22.0,Male,Valid,Yes,2,2,0,3.39,35.3,9.91287,76.26145,Serious,8,1,0,0,Adverse,High,1.0,0
IND-ACC-00675,West Bengal,Howrah,2023-08-15 09:09:00,2023,August,Tuesday,9,Clear,Dry,Rural Road,Two-Wheeler,Roundabout,T-Junction,Daylight,50,31.0,Male,Valid,No,2,1,0,5.79,22.6,22.57491,88.25929,Minor,9,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00676,Delhi,New Delhi,2023-07-26 18:16:00,2023,July,Wednesday,18,Rain,Dry,Highway,Two-Wheeler,Stop Sign,T-Junction,Poor Lighting,60,44.0,Male,Valid,No,2,1,0,3.37,34.2,28.75506,77.25709,Minor,18,1,0,0,Adverse,High,0.5,0
IND-ACC-00677,West Bengal,Howrah,2022-06-15 09:07:00,2022,June,Wednesday,9,Clear,Dry,Urban Arterial,Truck,Signal Present,Roundabout,Poor Lighting,50,33.0,Male,Valid,No,2,2,0,5.38,30.5,22.53288,88.24758,Minor,9,1,0,0,Normal,Moderate,1.0,0
IND-ACC-00678,Uttar Pradesh,Lucknow,2018-02-12 17:16:00,2018,February,Monday,17,Cloudy,Dry,Highway,Car,Uncontrolled,Roundabout,Poor Lighting,40,39.0,Female,Valid,Yes,1,4,0,4.83,24.4,26.92636,80.96333,Serious,17,1,0,0,Normal,High,4.0,0
IND-ACC-00679,Karnataka,Hubballi,2019-10-06 14:56:00,2019,October,Sunday,14,Cloudy,Damaged,Highway,Truck,Stop Sign,Y-Junction,Poor Lighting,100,45.0,Male,Valid,No,2,1,0,6.45,26.0,15.44603,75.0984,Minor,14,0,1,0,Normal,Moderate,0.5,0
IND-ACC-00680,Maharashtra,Pune,2022-04-13 22:47:00,2022,April,Wednesday,22,Clear,Damaged,Urban Arterial,Car,Uncontrolled,Y-Junction,Daylight,50,18.0,Male,Valid,No,2,2,0,5.45,30.3,18.59519,73.88443,Minor,22,0,0,1,Normal,Moderate,1.0,0
IND-ACC-00681,Uttar Pradesh,Lucknow,2023-08-13 18:09:00,2023,August,Sunday,18,Clear,Dry,Residential,Car,Signal Present,Non-Junction,Daylight,80,39.0,Male,Valid,No,2,1,0,7.77,27.4,26.70687,80.8338,Minor,18,1,1,0,Normal,Moderate,0.5,0
IND-ACC-00682,Telangana,Warangal,2021-12-14 13:18:00,2021,December,Tuesday,13,Clear,Dry,Urban Arterial,Truck,Police Managed,Y-Junction,No Lighting,50,34.0,Male,Valid,No,1,3,0,4.15,25.0,18.00336,79.56855,Minor,13,0,0,0,Normal,High,3.0,0
IND-ACC-00683,Delhi,Rohini,2018-11-17 17:38:00,2018,November,Saturday,17,Fog,Dry,Rural Road,Two-Wheeler,Signal Present,T-Junction,Daylight,80,32.0,Male,Valid,No,3,1,0,1.32,36.4,28.75709,76.96113,Minor,17,1,1,0,Adverse,Critical,0.33,0
IND-ACC-00684,Karnataka,Hubballi,2021-03-11 09:22:00,2021,March,Thursday,9,Clear,Damaged,Intersection,Two-Wheeler,Signal Present,Non-Junction,Daylight,100,29.0,Male,Valid,No,1,2,0,9.91,25.0,15.30904,75.20317,Minor,9,1,0,0,Normal,Low,2.0,0
IND-ACC-00685,West Bengal,Durgapur,2022-11-04 17:46:00,2022,November,Friday,17,Rain,Wet,Intersection,Car,Uncontrolled,T-Junction,Daylight,30,30.0,Male,Valid,No,1,2,0,8.43,28.5,23.53291,87.33448,Minor,17,1,0,0,Adverse,Low,2.0,0
IND-ACC-00686,Uttar Pradesh,Varanasi,2021-05-04 16:40:00,2021,May,Tuesday,16,Clear,Wet,Highway,Bus,Roundabout,Y-Junction,Daylight,30,31.0,Male,Valid,No,2,3,0,6.46,27.2,25.39268,82.96145,Minor,16,0,0,0,Normal,Moderate,1.5,0
IND-ACC-00687,West Bengal,Kolkata,2022-02-15 13:38:00,2022,February,Tuesday,13,Rain,Slippery,Rural Road,Car,Stop Sign,Roundabout,Street Lights,80,33.0,Male,Valid,No,2,2,0,3.44,23.4,22.56845,88.30151,Serious,13,0,0,0,Adverse,High,1.0,0
IND-ACC-00688,Tamil Nadu,Madurai,2021-10-03 19:08:00,2021,October,Sunday,19,Clear,Dry,Urban Arterial,Bus,Roundabout,Non-Junction,Daylight,50,29.0,Male,Valid,No,2,1,0,7.36,33.9,9.86211,78.13573,Minor,19,1,1,0,Normal,Moderate,0.5,0
IND-ACC-00689,Maharashtra,Pune,2021-02-25 16:16:00,2021,February,Thursday,16,Clear,Dry,Residential,Two-Wheeler,Signal Present,T-Junction,Poor Lighting,80,44.0,Female,Valid,No,1,3,0,7.25,36.2,18.50353,73.9498,Minor,16,0,0,0,Normal,Moderate,3.0,0
IND-ACC-00690,Telangana,Nizamabad,2022-10-18 19:38:00,2022,October,Tuesday,19,Rain,Dry,Residential,Car,Roundabout,T-Junction,Street Lights,50,24.0,Male,Valid,No,2,2,0,6.59,25.6,18.68557,78.09088,Minor,19,1,0,0,Adverse,Moderate,1.0,0
IND-ACC-00691,Karnataka,Mysuru,2023-01-03 06:59:00,2023,January,Tuesday,6,Fog,Dry,Urban Arterial,Auto-Rickshaw,Roundabout,Non-Junction,No Lighting,60,42.0,Male,Learner,Yes,2,1,0,2.59,20.7,12.33543,76.54376,Minor,6,0,0,0,Adverse,High,0.5,0
IND-ACC-00692,Maharashtra,Nagpur,2019-09-12 15:38:00,2019,September,Thursday,15,Clear,Wet,Intersection,Two-Wheeler,Uncontrolled,T-Junction,Daylight,50,18.0,Male,Valid,No,3,1,0,6.85,34.4,21.09077,79.04693,Minor,15,0,0,0,Normal,Moderate,0.33,0
IND-ACC-00693,Telangana,Hyderabad,2023-07-21 19:38:00,2023,July,Friday,19,Clear,Under Construction,Intersection,Two-Wheeler,Roundabout,Roundabout,Street Lights,60,37.0,Male,Valid,No,3,2,0,6.72,26.1,17.30982,78.61711,Minor,19,1,0,0,Normal,Moderate,0.67,0
IND-ACC-00694,Delhi,New Delhi,2020-05-12 09:52:00,2020,May,Tuesday,9,Clear,Dry,Residential,Bus,Signal Present,Non-Junction,Daylight,80,41.0,Male,Valid,No,1,2,0,7.31,34.4,28.59138,77.14666,Minor,9,1,0,0,Normal,Moderate,2.0,0
IND-ACC-00695,Gujarat,Surat,2018-11-18 19:06:00,2018,November,Sunday,19,Rain,Dry,Residential,Car,Uncontrolled,Cross Junction,No Lighting,60,18.0,Male,Invalid,Yes,3,1,0,8.33,31.7,21.32822,72.83688,Minor,19,1,1,0,Adverse,Low,0.33,0
IND-ACC-00696,Delhi,Rohini,2022-04-01 05:53:00,2022,April,Friday,5,Cloudy,Dry,Highway,Two-Wheeler,Signal Present,Cross Junction,Daylight,100,45.0,Male,Invalid,Yes,1,1,0,6.98,27.5,28.8147,77.04899,Serious,5,0,0,1,Normal,Moderate,1.0,0
IND-ACC-00697,Uttar Pradesh,Kanpur,2021-09-15 12:22:00,2021,September,Wednesday,12,Cloudy,Damaged,Highway,Two-Wheeler,Signal Present,Non-Junction,Daylight,80,47.0,Male,Valid,No,3,1,0,7.87,27.0,26.42469,80.41103,Minor,12,0,0,0,Normal,Moderate,0.33,0
IND-ACC-00698,Karnataka,Bengaluru,2021-07-16 18:35:00,2021,July,Friday,18,Rain,Under Construction,Urban Arterial,Auto-Rickshaw,Uncontrolled,Roundabout,Daylight,80,34.0,Female,Expired,No,2,2,0,10.44,23.6,12.97261,77.61861,Minor,18,1,0,0,Adverse,Low,1.0,0
IND-ACC-00699,Tamil Nadu,Madurai,2022-06-01 20:10:00,2022,June,Wednesday,20,Fog,Dry,Rural Road,Two-Wheeler,Uncontrolled,T-Junction,Daylight,80,31.0,Male,Valid,Yes,3,3,0,1.8,35.2,9.96921,78.14496,Serious,20,0,0,1,Adverse,Critical,1.0,0
IND-ACC-00700,Maharashtra,Pune,2021-07-07 13:06:00,2021,July,Wednesday,13,Rain,Wet,Highway,Two-Wheeler,Uncontrolled,Non-Junction,Street Lights,60,21.0,Male,Learner,No,2,1,0,6.45,29.0,18.46374,73.89145,Minor,13,0,0,0,Adverse,Moderate,0.5,0
IND-ACC-00701,Uttar Pradesh,Lucknow,2020-08-09 07:03:00,2020,August,Sunday,7,Heat,Wet,Intersection,Car,Police Managed,Cross Junction,Street Lights,30,36.0,Male,Valid,No,3,1,0,5.51,29.8,26.94061,80.97695,Minor,7,1,1,0,Normal,Moderate,0.33,0
IND-ACC-00702,Delhi,New Delhi,2020-07-13 21:45:00,2020,July,Monday,21,Clear,Dry,Intersection,Two-Wheeler,Police Managed,Non-Junction,Daylight,30,28.0,Male,Invalid,Yes,2,1,0,6.73,31.6,28.51935,77.2853,Minor,21,0,0,1,Normal,Moderate,0.5,0
IND-ACC-00703,Gujarat,Surat,2020-12-20 22:26:00,2020,December,Sunday,22,Clear,Damaged,Residential,Auto-Rickshaw,Signal Present,Non-Junction,Daylight,100,52.0,Male,Valid,No,1,2,0,5.78,24.0,21.09971,72.80954,Minor,22,0,1,1,Normal,Moderate,2.0,0
IND-ACC-00704,Gujarat,Surat,2020-05-18 19:56:00,2020,May,Monday,19,Clear,Dry,Highway,Two-Wheeler,Uncontrolled,Roundabout,Daylight,80,56.0,Male,Valid,No,2,2,0,3.53,37.6,21.09323,72.96468,Minor,19,1,0,0,Normal,High,1.0,0
IND-ACC-00705,Maharashtra,Nagpur,2023-07-16 12:00:00,2023,July,Sunday,12,Rain,Dry,Intersection,Car,Police Managed,Y-Junction,Daylight,100,41.0,Male,Valid,No,2,3,0,9.88,21.6,21.23347,79.13176,Minor,12,0,1,0,Adverse,Low,1.5,0
IND-ACC-00706,Karnataka,Mysuru,2023-02-06 21:09:00,2023,February,Monday,21,Clear,Dry,Rural Road,Truck,Signal Present,Non-Junction,Street Lights,50,24.0,Female,Valid,No,3,1,0,8.84,29.6,12.37854,76.72737,Minor,21,0,0,1,Normal,Low,0.33,0
IND-ACC-00707,West Bengal,Howrah,2023-05-01 15:30:00,2023,May,Monday,15,Storm,Slippery,Residential,Bus,Uncontrolled,Non-Junction,Daylight,30,59.0,Male,Valid,No,3,1,0,5.23,37.8,22.53993,88.30148,Minor,15,0,0,0,Adverse,Moderate,0.33,0
IND-ACC-00708,Rajasthan,Udaipur,2018-11-21 09:43:00,2018,November,Wednesday,9,Cloudy,Dry,Residential,Two-Wheeler,Signal Present,Non-Junction,No Lighting,50,36.0,Male,Valid,No,2,1,0,7.86,25.7,24.60762,73.7059,Minor,9,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00709,Maharashtra,Mumbai,2019-08-09 19:12:00,2019,August,Friday,19,Storm,Dry,Rural Road,Truck,Police Managed,T-Junction,Poor Lighting,50,48.0,Female,Valid,Yes,3,2,0,3.18,26.7,18.93481,72.87177,Serious,19,1,0,0,Adverse,High,0.67,0
IND-ACC-00710,Uttar Pradesh,Lucknow,2023-07-11 07:47:00,2023,July,Tuesday,7,Storm,Damaged,Intersection,Two-Wheeler,Signal Present,T-Junction,Street Lights,40,18.0,Male,Valid,No,1,1,0,4.33,30.3,26.93265,80.95118,Minor,7,1,0,0,Adverse,High,1.0,0
IND-ACC-00711,Telangana,Hyderabad,2019-12-06 13:41:00,2019,December,Friday,13,Rain,Dry,Highway,Truck,Uncontrolled,Non-Junction,Daylight,50,33.0,Male,Valid,No,2,2,0,6.07,28.4,17.349,78.56506,Minor,13,0,0,0,Adverse,Moderate,1.0,0
IND-ACC-00712,Karnataka,Mysuru,2018-01-12 22:55:00,2018,January,Friday,22,Clear,Under Construction,Urban Arterial,Two-Wheeler,Uncontrolled,T-Junction,Daylight,100,23.0,Male,Valid,No,1,1,0,7.68,22.7,12.27769,76.65429,Minor,22,0,0,1,Normal,Moderate,1.0,0
IND-ACC-00713,Delhi,Dwarka,2023-06-24 09:54:00,2023,June,Saturday,9,Heat,Under Construction,Rural Road,Truck,Signal Present,Roundabout,Daylight,60,46.0,Male,Learner,No,2,1,0,6.09,26.7,28.56727,77.03208,Minor,9,1,1,0,Normal,Moderate,0.5,0
IND-ACC-00714,Telangana,Nizamabad,2018-07-08 10:07:00,2018,July,Sunday,10,Clear,Dry,Rural Road,Car,Police Managed,Cross Junction,No Lighting,50,34.0,Male,Valid,No,2,1,0,6.55,27.4,18.68124,78.09459,Minor,10,0,1,0,Normal,Moderate,0.5,0
IND-ACC-00715,Karnataka,Mysuru,2021-07-07 16:07:00,2021,July,Wednesday,16,Heat,Wet,Residential,Truck,Roundabout,Non-Junction,No Lighting,80,31.0,Male,Valid,Yes,3,2,0,4.84,26.0,12.21847,76.70512,Serious,16,0,0,0,Normal,High,0.67,0
IND-ACC-00716,Uttar Pradesh,Kanpur,2023-09-03 17:47:00,2023,September,Sunday,17,Rain,Under Construction,Highway,Auto-Rickshaw,Police Managed,Non-Junction,Daylight,60,48.0,Male,Valid,No,2,2,0,7.9,26.8,26.44808,80.40307,Minor,17,1,1,0,Adverse,Moderate,1.0,0
IND-ACC-00717,Gujarat,Surat,2023-02-10 13:45:00,2023,February,Friday,13,Clear,Dry,Residential,Car,Signal Present,Cross Junction,No Lighting,30,45.0,Male,Invalid,No,2,1,0,9.97,23.1,21.21462,72.83773,Minor,13,0,0,0,Normal,Low,0.5,0
IND-ACC-00718,Karnataka,Hubballi,2023-01-03 13:55:00,2023,January,Tuesday,13,Clear,Wet,Highway,Car,Signal Present,Non-Junction,Daylight,50,48.0,Male,Expired,No,1,2,0,7.96,28.3,15.3115,75.07859,Minor,13,0,0,0,Normal,Moderate,2.0,0
IND-ACC-00719,Karnataka,Mysuru,2021-04-08 09:20:00,2021,April,Thursday,9,Clear,Slippery,Urban Arterial,Two-Wheeler,Roundabout,T-Junction,Poor Lighting,80,33.0,Male,Valid,No,4,2,0,6.51,26.7,12.30613,76.67137,Serious,9,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00720,Kerala,Thiruvananthapuram,2022-04-17 13:37:00,2022,April,Sunday,13,Fog,Damaged,Residential,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,100,38.0,Male,Valid,No,2,1,0,2.75,30.1,8.50199,76.88372,Minor,13,0,1,0,Adverse,High,0.5,0
IND-ACC-00721,Gujarat,Ahmedabad,2019-02-23 21:27:00,2019,February,Saturday,21,Clear,Wet,Highway,Truck,Uncontrolled,Y-Junction,Daylight,40,47.0,Male,Expired,No,2,1,0,6.27,22.5,23.04673,72.5482,Minor,21,0,1,1,Normal,Moderate,0.5,0
IND-ACC-00722,Uttar Pradesh,Varanasi,2020-08-19 11:52:00,2020,August,Wednesday,11,Heat,Under Construction,Highway,Two-Wheeler,Uncontrolled,Non-Junction,Poor Lighting,80,51.0,Male,Valid,No,2,2,0,6.02,23.0,25.28336,82.93163,Serious,11,0,0,0,Normal,Moderate,1.0,0
IND-ACC-00723,Gujarat,Surat,2019-07-11 06:23:00,2019,July,Thursday,6,Clear,Dry,Urban Arterial,Car,Roundabout,Non-Junction,Poor Lighting,80,34.0,Male,Valid,No,2,1,0,6.465,28.6,21.09072,72.8868,Minor,6,0,0,0,Normal,Moderate,0.5,0
IND-ACC-00724,Gujarat,Vadodara,2021-08-23 01:50:00,2021,August,Monday,1,Rain,Dry,Urban Arterial,Auto-Rickshaw,Stop Sign,Non-Junction,Daylight,30,46.0,Female,Expired,No,1,3,0,8.18,18.6,22.3771,73.21667,Minor,1,0,0,1,Adverse,Low,3.0,0
IND-ACC-00725,Kerala,Kochi,2021-02-27 08:32:00,2021,February,Saturday,8,Clear,Dry,Urban Arterial,Two-Wheeler,Roundabout,Cross Junction,Daylight,50,33.0,Male,Valid,No,2,3,0,5.31,26.4,9.97915,76.1433,Minor,8,1,1,0,Normal,Moderate,1.5,0
IND-ACC-00726,Tamil Nadu,Coimbatore,2022-10-03 17:58:00,2022,October,Monday,17,Clear,Under Construction,Rural Road,Bus,Uncontrolled,Non-Junction,Poor Lighting,60,44.0,Female,Invalid,No,1,1,0,7.23,29.8,11.05586,76.96418,Minor,17,1,0,0,Normal,Moderate,1.0,0
IND-ACC-00727,Karnataka,Bengaluru,2022-06-02 17:03:00,2022,June,Thursday,17,Clear,Damaged,Urban Arterial,Truck,Uncontrolled,Non-Junction,Daylight,40,36.0,Male,Valid,No,3,1,0,8.34,34.1,12.93816,77.55957,Minor,17,1,0,0,Normal,Low,0.33,0
IND-ACC-00728,Uttar Pradesh,Kanpur,2019-05-22 09:42:00,2019,May,Wednesday,9,Cloudy,Wet,Residential,Two-Wheeler,Roundabout,T-Junction,Daylight,50,37.0,Female,Valid,No,2,3,0,7.41,32.7,26.51121,80.41679,Minor,9,1,0,0,Normal,Moderate,1.5,0
IND-ACC-00729,Gujarat,Vadodara,2021-09-01 21:46:00,2021,September,Wednesday,21,Clear,Dry,Intersection,Two-Wheeler,Uncontrolled,Y-Junction,Daylight,50,27.0,Male,Invalid,No,2,1,0,4.47,36.7,22.4085,73.26048,Minor,21,0,0,1,Normal,High,0.5,0
IND-ACC-00730,Maharashtra,Nagpur,2020-09-03 17:16:00,2020,September,Thursday,17,Clear,Slippery,Rural Road,Two-Wheeler,Stop Sign,Cross Junction,Daylight,100,68.0,Male,Learner,No,2,2,0,4.99,31.8,21.1733,79.08144,Minor,17,1,0,0,Normal,High,1.0,0
IND-ACC-00731,Kerala,Thiruvananthapuram,2021-09-09 13:24:00,2021,September,Thursday,13,Clear,Slippery,Urban Arterial,Two-Wheeler,Police Managed,Roundabout,Daylight,60,34.0,Male,Valid,No,4,1,0,6.21,24.5,8.50699,76.97807,Minor,13,0,0,0,Normal,Moderate,0.25,0
IND-ACC-00732,Telangana,Nizamabad,2022-06-22 18:13:00,2022,June,Wednesday,18,Clear,Wet,Highway,Car,Signal Present,Roundabout,Daylight,50,49.0,Male,Invalid,No,2,1,0,5.09,34.8,18.74237,78.0854,Minor,18,1,0,0,Normal,Moderate,0.5,0
IND-ACC-00733,Rajasthan,Jodhpur,2023-07-08 04:21:00,2023,July,Saturday,4,Cloudy,Wet,Intersection,Two-Wheeler,Uncontrolled,Roundabout,Daylight,40,38.0,Male,Expired,No,3,1,0,9.88,34.9,26.34823,73.19212,Minor,4,0,1,1,Normal,Low,0.33,0
IND-ACC-00734,Uttar Pradesh,Varanasi,2022-05-25 11:11:00,2022,May,Wednesday,11,Cloudy,Wet,Rural Road,Car,Stop Sign,T-Junction,Street Lights,50,33.0,Male,Valid,No,2,2,0,5.78,38.2,25.38438,82.95254,Minor,11,0,0,0,Normal,Moderate,1.0,0
IND-ACC-00735,Gujarat,Surat,2022-07-19 20:21:00,2022,July,Tuesday,20,Clear,Dry,Residential,Two-Wheeler,Uncontrolled,Non-Junction,Daylight,60,37.0,Male,Valid,No,1,1,0,6.71,23.5,21.14081,72.93999,Minor,20,0,0,1,Normal,Moderate,1.0,0
IND-ACC-00736,Karnataka,Bengaluru,2022-03-14 20:46:00,2022,March,Monday,20,Storm,Dry,Residential,Car,Signal Present,Roundabout,Daylight,50,30.0,Male,Valid,Yes,2,2,0,2.28,25.4,12.97304,77.59814,Minor,20,0,0,1,Adverse,Critical,1.0,0
IND-ACC-00737,Uttar Pradesh,Varanasi,2019-12-21 21:10:00,2019,December,Saturday,21,Heat,Dry,Intersection,Two-Wheeler,Uncontrolled,Roundabout,Street Lights,30,34.0,Male,Valid,No,2,1,0,8.17,22.9,25.21539,83.0122,Minor,21,0,1,1,Normal,Low,0.5,0
IND-ACC-00738,Uttar Pradesh,Varanasi,2020-07-03 10:35:00,2020,July,Friday,10,Clear,Under Construction,Rural Road,Two-Wheeler,Roundabout,Non-Junction,Daylight,80,31.0,Female,Valid,Yes,2,1,0,9.45,34.0,25.29673,82.99433,Minor,10,0,0,0,Normal,Low,0.5,0
IND-ACC-00739,Gujarat,Vadodara,2018-07-05 08:00:00,2018,July,Thursday,8,Cloudy,Damaged,Highway,Two-Wheeler,Signal Present,Roundabout,Poor Lighting,50,44.0,Male,Valid,No,2,2,0,4.28,29.3,22.33434,73.1671,Serious,8,1,0,0,Normal,High,1.0,0
IND-ACC-00740,Telangana,Nizamabad,2022-06-23 15:54:00,2022,June,Thursday,15,Clear,Dry,Intersection,Truck,Signal Present,Roundabout,Poor Lighting,100,49.0,Female,Valid,No,4,1,0,5.89,30.3,18.65423,78.1231,Minor,15,0,0,0,Normal,Moderate,0.25,0
IND-ACC-00741,Rajasthan,Udaipur,2018-11-23 16:12:00,2018,November,Friday,16,Clear,Dry,Urban Arterial,Truck,Uncontrolled,Non-Junction,Poor Lighting,100,54.0,Male,Valid,No,3,1,0,7.98,30.7,24.60131,73.84913,Serious,16,0,0,0,Normal,Moderate,0.33,0
